Index,Product ID,Product Title,Raw Description,Brand,Category,Target Language
7640,SjzJ5aszV5,Microphone Treadmill Oven,Microphone Treadmill Oven by Decker-Chapman is a wireless; rechargeable; waterproof product for customers shopping in Haircare.,Franco LLC,Haircare,Dutch
7641,jzlt4dMKw4,Clean Mouse Powerbank Printer Smart X,"Clean Mouse Powerbank Printer Smart X by Huffman, Randolph and Perkins is a portable; rechargeable product for customers shopping in Office Supplies.",Burke and Sons,Office Supplies,Dutch
7642,2ZedrweiBR,Automatic Scooter Scale Cooler 360 Digital,"Automatic Scooter Scale Cooler 360 Digital by Castro, Booth and Bradshaw is a waterproof; lightweight; premium product for customers shopping in Clothing & Apparel.",Hensley-Vang,Clothing & Apparel,Spanish
7643,zcV2YJkaCl,Wireless Radio,Wireless Radio by Copeland LLC is a waterproof; rechargeable product for customers shopping in Clothing & Apparel.,Ward and Sons,Clothing & Apparel,Spanish
7644,Kpah4Mhb91,Mouse,"Mouse by Miller, White and Mccullough is a lightweight; rechargeable; premium; waterproof product for customers shopping in Laptops & Computers.",Alvarez LLC,Laptops & Computers,Portuguese
7645,YamCpyyl6z,Silent Fan Monitor Toaster 360 Go,"Silent Fan Monitor Toaster 360 Go by Nichols, Martinez and Rice is a lightweight; rechargeable; compact; premium product for customers shopping in Office Supplies.",Mata-Murray,Office Supplies,Portuguese
7646,zhLAKWtbO1,Smart Fridge Cooker Sense Go,Smart Fridge Cooker Sense Go by Everett LLC is a eco-friendly; rechargeable; premium; portable product for customers shopping in Haircare.,"Matthews, Levy and Randall",Haircare,Dutch
7647,LdthXKLT88,Smart Lock Freezer,Smart Lock Freezer by Calhoun-Strong is a lightweight; portable; waterproof product for customers shopping in Laptops & Computers.,Kramer Ltd,Laptops & Computers,Dutch
7648,tuCGNJzW8g,Automatic Bicycle Ultra Premium Wireless,Automatic Bicycle Ultra Premium Wireless by Keller Group is a premium; waterproof; eco-friendly; lightweight product for customers shopping in Haircare.,Crawford and Sons,Haircare,Italian
7649,QqoKav7A2Q,Smart Projector Clean,"Smart Projector Clean by Page, Clark and Mcmahon is a premium; waterproof; rechargeable; wireless product for customers shopping in Office Supplies.",Pacheco-Palmer,Office Supplies,Spanish
7650,Pxo0v6EQHY,Smart Shaver Blender,"Smart Shaver Blender by Dyer, Brewer and Reilly is a lightweight; portable; waterproof; compact product for customers shopping in Home & Kitchen.",Forbes-Rollins,Home & Kitchen,French
7651,ZAP4RCfOKO,Eco Powerbank Brush Charger Prime Silent Eco,Eco Powerbank Brush Charger Prime Silent Eco by Mcconnell-Hoffman is a portable; premium; wireless product for customers shopping in Camping & Hiking.,Medina LLC,Camping & Hiking,Spanish
7652,iGfFh0oXYC,Digital Bicycle Speakerphone Printer Digital,Digital Bicycle Speakerphone Printer Digital by Bell PLC is a wireless; waterproof product for customers shopping in Home Decor.,Best LLC,Home Decor,Dutch
7653,rTRQY2QND7,Wireless Projector Smart,"Wireless Projector Smart by Porter, Walsh and Lester is a compact; eco-friendly; waterproof; rechargeable product for customers shopping in Fishing & Hunting.",Armstrong-Silva,Fishing & Hunting,Dutch
7654,s5GYCnz0Id,Clean Kettle Vacuum,Clean Kettle Vacuum by Rubio LLC is a waterproof; portable; eco-friendly product for customers shopping in Smartphones.,Dodson-Rowland,Smartphones,Italian
7655,7HJeWxH1me,Eco Scale Speaker Powerbank Prime Clean,"Eco Scale Speaker Powerbank Prime Clean by Riggs, Roberts and Mcpherson is a premium; rechargeable; waterproof; eco-friendly product for customers shopping in Makeup.",Payne-Simpson,Makeup,Spanish
7656,B6E6avtvCL,Rechargeable Mouse,Rechargeable Mouse by Navarro Ltd is a eco-friendly; premium product for customers shopping in Fragrances.,"Avila, Combs and Keller",Fragrances,Italian
7657,Nl6GBtpCj1,Compact Speakerphone Wireless Premium,Compact Speakerphone Wireless Premium by Mcpherson-Foley is a compact; wireless; portable product for customers shopping in Beauty & Personal Care.,Ayala Group,Beauty & Personal Care,Portuguese
7658,wf5f3nBr3N,Mini Keyboard Phone Scanner Lite Fast Clean,"Mini Keyboard Phone Scanner Lite Fast Clean by Raymond, Rice and Cunningham is a premium; portable; waterproof; lightweight product for customers shopping in Smartwatches.",Stout-Bernard,Smartwatches,Italian
7659,hAqeWjgZW9,Compact Mouse,"Compact Mouse by Hartman, Mcmahon and Nielsen is a premium; lightweight product for customers shopping in Books & Stationery.","Spencer, Weiss and Hogan",Books & Stationery,Spanish
7660,LPTiW5CQzi,Projector Speaker Treadmill,Projector Speaker Treadmill by Duarte and Sons is a rechargeable; lightweight; premium product for customers shopping in Clothing & Apparel.,Cordova and Sons,Clothing & Apparel,German
7661,fieuEgxqJ0,Portable Shaver One Go Prime,Portable Shaver One Go Prime by Cohen LLC is a wireless; compact; rechargeable; premium product for customers shopping in Kids' Clothing.,Ellison-Shelton,Kids' Clothing,Spanish
7662,3X8bLbWkHW,Blender Cooker,Blender Cooker by Weber-Campos is a portable; wireless; waterproof product for customers shopping in Fitness Equipment.,Logan PLC,Fitness Equipment,Spanish
7663,2VI5bIQOlV,Pro Iron,Pro Iron by Dennis-Fleming is a rechargeable; premium; lightweight product for customers shopping in Headphones & Earbuds.,"Dougherty, Scott and Simpson",Headphones & Earbuds,French
7664,8Dom3m3VcK,Scooter,Scooter by Mills and Sons is a rechargeable; lightweight; premium; wireless product for customers shopping in Smartphones.,Farley-Sheppard,Smartphones,Dutch
7665,mIIdtFa8m3,Premium Stove Rechargeable Go,Premium Stove Rechargeable Go by Mercer-Klein is a wireless; lightweight; eco-friendly; premium product for customers shopping in Kids' Clothing.,"Olson, Matthews and Dixon",Kids' Clothing,German
7666,bRci3sS15w,Pro Webcam Dock Heater Automatic,"Pro Webcam Dock Heater Automatic by Kidd, Lee and Stone is a waterproof; premium; lightweight product for customers shopping in Men's Clothing.",Pittman-Barker,Men's Clothing,German
7667,cuXotKZPpx,Clean Freezer X,Clean Freezer X by Waters PLC is a waterproof; wireless; lightweight product for customers shopping in Home & Kitchen.,Sullivan-Shepherd,Home & Kitchen,Dutch
7668,3coZGqpYfQ,Premium Oven Trimmer Dock Edge,Premium Oven Trimmer Dock Edge by Fox-Thomas is a rechargeable; wireless; lightweight product for customers shopping in Camping & Hiking.,Richards and Sons,Camping & Hiking,Spanish
7669,pNphptpmE3,Portable Bicycle,Portable Bicycle by Skinner-Cummings is a compact; lightweight; premium product for customers shopping in Haircare.,Allen and Sons,Haircare,Portuguese
7670,14plaFJ3qc,Pro Projector Speaker Treadmill Smart Max,"Pro Projector Speaker Treadmill Smart Max by Bowers, Patterson and Leach is a portable; lightweight; compact; premium product for customers shopping in Accessories (Bags, Hats, Belts).","Rubio, Sims and Baldwin","Accessories (Bags, Hats, Belts)",French
7671,OYOgm3qmfE,Digital Toaster Scooter One Compact,"Digital Toaster Scooter One Compact by Mcdowell, Everett and Holder is a waterproof; compact product for customers shopping in Laptops & Computers.",King Group,Laptops & Computers,Italian
7672,UjQGUjsTcL,Advanced Treadmill Digital,Advanced Treadmill Digital by Lane Ltd is a portable; premium product for customers shopping in Home Decor.,Blevins Inc,Home Decor,Portuguese
7673,p8PmmTbqch,Ultra Fridge Fan Bicycle Automatic Edge,"Ultra Fridge Fan Bicycle Automatic Edge by Howell, Miranda and Decker is a rechargeable; wireless product for customers shopping in Cycling.",Short-Santana,Cycling,French
7674,Icvqclcgx4,Wireless Cooker Compact,Wireless Cooker Compact by Gaines and Sons is a rechargeable; portable; wireless product for customers shopping in Beauty & Personal Care.,Cochran and Sons,Beauty & Personal Care,Italian
7675,i7lLSczQMU,Clean Lock,Clean Lock by Berg-Hodge is a portable; premium product for customers shopping in Books & Stationery.,Stokes-Maynard,Books & Stationery,Spanish
7676,tn7wJH5bFd,Webcam Dock Heater,Webcam Dock Heater by Leon-Wilkins is a eco-friendly; portable; compact product for customers shopping in Health & Wellness.,Acosta-Park,Health & Wellness,French
7677,c6UQasXZJ3,Premium Thermostat Webcam Bicycle Prime Premium Advanced,Premium Thermostat Webcam Bicycle Prime Premium Advanced by Willis Group is a lightweight; eco-friendly; compact product for customers shopping in Headphones & Earbuds.,Ayala Ltd,Headphones & Earbuds,French
7678,WwmHjs9Tsj,Automatic Freezer Phone,Automatic Freezer Phone by Orr-Parker is a eco-friendly; premium; wireless; compact product for customers shopping in Headphones & Earbuds.,Santos PLC,Headphones & Earbuds,German
7679,FtC9hgyJ9J,Portable Iron Toaster Projector Lite Smart Automatic,"Portable Iron Toaster Projector Lite Smart Automatic by Sanders, Rhodes and Beltran is a portable; eco-friendly; premium product for customers shopping in Grooming Tools.",Richard-Clark,Grooming Tools,French
7680,kNhhbBrUOJ,Wireless Light Headphones Tablet Prime 360,Wireless Light Headphones Tablet Prime 360 by Montes-Tate is a premium; wireless; portable product for customers shopping in Kitchen Appliances.,Keith-Hunt,Kitchen Appliances,Dutch
7681,LzQ2I1dcmx,Scanner Keyboard Monitor,"Scanner Keyboard Monitor by Hendricks, Greer and Carney is a eco-friendly; compact; wireless product for customers shopping in Smartphones.","Crane, Fletcher and Rojas",Smartphones,Spanish
7682,JoBQHziyGj,Silent Drone Printer Sense Mini,"Silent Drone Printer Sense Mini by Bruce, Rollins and Valdez is a wireless; compact; eco-friendly; lightweight product for customers shopping in Cycling.",Hanson Ltd,Cycling,Portuguese
7683,8oupKA1nlQ,Pro Mouse Edge,"Pro Mouse Edge by Logan, Friedman and Sellers is a waterproof; eco-friendly product for customers shopping in Cycling.",Li-Nguyen,Cycling,Spanish
7684,DNXcBmtKj2,Fast Printer Lock Thermostat Mini Plus Max,Fast Printer Lock Thermostat Mini Plus Max by Fitzgerald-Luna is a eco-friendly; portable; rechargeable; waterproof product for customers shopping in Cycling.,Dillon and Sons,Cycling,French
7685,9QGppmJO9A,Premium Tablet Rechargeable,Premium Tablet Rechargeable by Elliott-Cooke is a lightweight; compact product for customers shopping in Men's Clothing.,Harper-Hull,Men's Clothing,Spanish
7686,MNTtfrowtE,Advanced Printer Charger Brush One Edge Fast,"Advanced Printer Charger Brush One Edge Fast by Stark, Mcclure and West is a wireless; portable; rechargeable; lightweight product for customers shopping in Fishing & Hunting.",Merritt-Khan,Fishing & Hunting,Portuguese
7687,bQSJpQvzoU,Eco Charger Radio One Sense,"Eco Charger Radio One Sense by Walter, Robbins and Kirk is a eco-friendly; lightweight; compact product for customers shopping in Cycling.","Tran, Spencer and Carr",Cycling,Dutch
7688,3gcqGeFOMX,Smart Toaster,"Smart Toaster by Barber, Higgins and Mccormick is a premium; rechargeable; lightweight product for customers shopping in Camping & Hiking.",Noble PLC,Camping & Hiking,Spanish
7689,0Rck0X1Xvj,Compact Tablet Smart,Compact Tablet Smart by Mason-Weber is a lightweight; compact; rechargeable; eco-friendly product for customers shopping in Smartphones.,Cabrera-Moore,Smartphones,Dutch
7690,2WfXJRNqJx,Fast Scooter Scale Cooler,Fast Scooter Scale Cooler by Alexander Group is a eco-friendly; premium product for customers shopping in Kitchen Appliances.,"Lin, Gibson and Fox",Kitchen Appliances,Dutch
7691,1LEjuHPmGT,Smart Microphone Cooler Wireless Automatic,Smart Microphone Cooler Wireless Automatic by Hobbs LLC is a compact; eco-friendly; premium product for customers shopping in Health & Wellness.,Gillespie-Stokes,Health & Wellness,Italian
7692,DqqFm9Tvoe,Fast Brush X Go Wireless,Fast Brush X Go Wireless by Petty Group is a waterproof; rechargeable product for customers shopping in Shoes & Footwear.,Carter-Mckay,Shoes & Footwear,Italian
7693,9GV7K4YZ82,Pro Headphones Monitor Plus,Pro Headphones Monitor Plus by Harris PLC is a portable; waterproof; wireless product for customers shopping in Men's Clothing.,Rice-Mayer,Men's Clothing,Spanish
7694,DKIB8SZeLB,Eco Trimmer Cooler Edge Plus 360,Eco Trimmer Cooler Edge Plus 360 by Randolph LLC is a rechargeable; portable; premium product for customers shopping in Camping & Hiking.,Lawrence-Hill,Camping & Hiking,Italian
7695,3NgK14evvb,Silent Powerbank Cooker Iron Eco Smart Sense,Silent Powerbank Cooker Iron Eco Smart Sense by Haas-Dodson is a premium; portable; wireless product for customers shopping in Clothing & Apparel.,"Downs, Aguilar and Rangel",Clothing & Apparel,Italian
7696,mJ5OAFV9EA,Clean Radio Air,"Clean Radio Air by Nunez, Kidd and Horton is a rechargeable; lightweight; portable product for customers shopping in Books & Stationery.",Mays-Olson,Books & Stationery,Spanish
7697,jtXd1H5csh,Automatic Cooler Printer Speaker Touch Touch Prime,Automatic Cooler Printer Speaker Touch Touch Prime by Barrett LLC is a lightweight; portable; eco-friendly product for customers shopping in Women's Clothing.,"Terrell, Palmer and Skinner",Women's Clothing,German
7698,wu65hnSXRa,Rechargeable Shaver Plus Prime,"Rechargeable Shaver Plus Prime by Snow, Pope and Richard is a lightweight; eco-friendly; wireless product for customers shopping in Smartphones.",Quinn-Jacobs,Smartphones,Italian
7699,RaSTTAbYfl,Portable Fan Lite Clean Wireless,Portable Fan Lite Clean Wireless by Ferguson-Craig is a rechargeable; eco-friendly; portable product for customers shopping in Smartphones.,Foster-Higgins,Smartphones,Spanish
7700,ueZMtG0Tkd,Brush,Brush by Houston-Mclean is a rechargeable; eco-friendly product for customers shopping in Cleaning Supplies.,Montes Group,Cleaning Supplies,Portuguese
7701,AOzUFXwpFM,Digital Charger Tablet Brush,Digital Charger Tablet Brush by Harper LLC is a rechargeable; lightweight product for customers shopping in Beauty & Personal Care.,David Inc,Beauty & Personal Care,Italian
7702,erYJzfHd8z,Fast Kettle Vacuum Portable Edge,Fast Kettle Vacuum Portable Edge by Faulkner-Wade is a waterproof; compact; eco-friendly product for customers shopping in Men's Clothing.,"Dodson, Welch and Mitchell",Men's Clothing,Spanish
7703,cRxvUKa1UB,Pro Fridge Printer Mouse 360 Advanced Automatic,Pro Fridge Printer Mouse 360 Advanced Automatic by York-Lester is a eco-friendly; compact; premium; rechargeable product for customers shopping in Home Decor.,Schwartz-Garrison,Home Decor,Italian
7704,FoQ17MVLvR,Clean Brush Blender Vacuum,Clean Brush Blender Vacuum by Huff-Patton is a portable; lightweight; eco-friendly product for customers shopping in Camping & Hiking.,Perkins-Jarvis,Camping & Hiking,Italian
7705,PtWIU5D0qv,Toaster Scanner,Toaster Scanner by Farley-Clark is a compact; wireless; waterproof; eco-friendly product for customers shopping in Smartwatches.,Garcia Inc,Smartwatches,Spanish
7706,g5pJv3YTiY,Advanced Speaker Tablet Headphones Automatic Edge,"Advanced Speaker Tablet Headphones Automatic Edge by Chandler, Petersen and Collins is a waterproof; eco-friendly product for customers shopping in Cleaning Supplies.","Sullivan, Combs and Ortega",Cleaning Supplies,German
7707,P8EcN42NLS,Premium Bicycle Clean 360,Premium Bicycle Clean 360 by Powers-Gallagher is a rechargeable; compact product for customers shopping in Toys & Games.,"Bass, Terrell and Walters",Toys & Games,French
7708,ZEU14gcKUB,Smart Stove Vacuum Speaker Rechargeable Automatic Fast,"Smart Stove Vacuum Speaker Rechargeable Automatic Fast by Pace, Whitehead and Grant is a rechargeable; premium product for customers shopping in Kitchen Appliances.","Shah, Patrick and Jenkins",Kitchen Appliances,Dutch
7709,a271OX34CB,Pro Dock Powerbank Speaker Digital Mini Eco,"Pro Dock Powerbank Speaker Digital Mini Eco by Yates, Adkins and Juarez is a lightweight; portable; eco-friendly; premium product for customers shopping in Women's Clothing.","Nolan, Acevedo and Greene",Women's Clothing,German
7710,NktUrWoYlB,Pro Router Digital Smart,"Pro Router Digital Smart by Whitaker, Moody and Ferguson is a premium; lightweight; wireless; rechargeable product for customers shopping in Furniture.",Larsen-Thomas,Furniture,French
7711,uL6Rb9qMOk,Heater Thermostat,Heater Thermostat by Huber-Carpenter is a wireless; eco-friendly product for customers shopping in Office Supplies.,Li-Cantu,Office Supplies,Spanish
7712,P34MUAtbcO,Automatic Blender Treadmill Tablet,"Automatic Blender Treadmill Tablet by Farmer, Khan and Sellers is a rechargeable; premium; eco-friendly product for customers shopping in Home & Kitchen.",Ferguson PLC,Home & Kitchen,French
7713,cRchvWKhin,Powerbank Iron Brush,Powerbank Iron Brush by Guerra-Frazier is a waterproof; wireless; lightweight product for customers shopping in Health & Wellness.,Palmer Inc,Health & Wellness,Portuguese
7714,4SnSVJiGRj,Fast Heater Pro One Fast,Fast Heater Pro One Fast by Perez-Martinez is a waterproof; wireless product for customers shopping in Smartwatches.,Cochran Group,Smartwatches,Spanish
7715,Aj6ZnYoXFA,Pro Mixer Toaster Toaster,"Pro Mixer Toaster Toaster by Velasquez, Durham and Carey is a waterproof; rechargeable; wireless product for customers shopping in Skincare.",Trujillo-Moon,Skincare,French
7716,BvER6lxguD,Digital Webcam Powerbank Prime X,"Digital Webcam Powerbank Prime X by Porter, Mclean and Garrison is a compact; waterproof product for customers shopping in Bedding & Bath.","Best, Rogers and Valencia",Bedding & Bath,Portuguese
7717,c6DuAA5ELO,Wireless Heater Thermostat,Wireless Heater Thermostat by Rivers LLC is a portable; waterproof; wireless product for customers shopping in Laptops & Computers.,Stanley-May,Laptops & Computers,French
7718,6idnqxw6EE,Blender Cooker,Blender Cooker by Welch LLC is a rechargeable; portable; eco-friendly; premium product for customers shopping in Fitness Equipment.,"Briggs, Hunter and Davidson",Fitness Equipment,Dutch
7719,XJJr9ZLvn0,Wireless Clock Lock Plus Edge Touch,Wireless Clock Lock Plus Edge Touch by Cobb-Frank is a premium; compact product for customers shopping in Sports & Outdoors.,"Cooley, Hudson and Phillips",Sports & Outdoors,Spanish
7720,jEz58MngWn,Mini Lock Charger Rechargeable Premium,Mini Lock Charger Rechargeable Premium by Obrien Ltd is a waterproof; eco-friendly product for customers shopping in Skincare.,"Rios, Adkins and Kidd",Skincare,Portuguese
7721,FLHbKkrirW,Freezer,"Freezer by Vazquez, Brady and Miranda is a premium; rechargeable; compact product for customers shopping in Beauty & Personal Care.",Cervantes LLC,Beauty & Personal Care,German
7722,CT6m9iCqcM,Scooter,Scooter by Best-Rowe is a compact; eco-friendly; rechargeable product for customers shopping in Women's Clothing.,Sosa Inc,Women's Clothing,Spanish
7723,BAyvgNALjm,Light Webcam Cooker,"Light Webcam Cooker by Carney, Madden and Oneill is a wireless; waterproof product for customers shopping in Beauty & Personal Care.","Morse, Forbes and Swanson",Beauty & Personal Care,Italian
7724,nGffHPaCAd,Smart Treadmill Fast Premium Fast,"Smart Treadmill Fast Premium Fast by Benson, Wilkerson and Miller is a premium; rechargeable; lightweight product for customers shopping in Books & Stationery.",Lang Ltd,Books & Stationery,Portuguese
7725,zu3veFnNwz,Portable Brush Fridge Drone Portable Advanced,Portable Brush Fridge Drone Portable Advanced by Jimenez and Sons is a lightweight; eco-friendly; rechargeable; wireless product for customers shopping in Shoes & Footwear.,Lowery-Phelps,Shoes & Footwear,Italian
7726,nFOO6B4WzW,Wireless Tablet Speaker Scooter Edge Pro Ultra,Wireless Tablet Speaker Scooter Edge Pro Ultra by Michael Inc is a lightweight; waterproof; rechargeable; eco-friendly product for customers shopping in Makeup.,Humphrey Inc,Makeup,Italian
7727,3fbaS5steJ,Mouse Powerbank Printer,"Mouse Powerbank Printer by Gardner, York and Kerr is a portable; premium product for customers shopping in Fragrances.",Foley-Nguyen,Fragrances,Portuguese
7728,dWDZX60QbS,Fan,Fan by Wheeler Inc is a lightweight; portable product for customers shopping in Sports & Outdoors.,"Phelps, Edwards and Winters",Sports & Outdoors,French
7729,Wna3G2t9zx,Clock,Clock by Cooper-Faulkner is a waterproof; wireless; premium product for customers shopping in Toys & Games.,King-Patterson,Toys & Games,French
7730,P4rcGhzZk8,Pro Treadmill Dock One Sense Max,"Pro Treadmill Dock One Sense Max by Ramsey, Alvarado and Cardenas is a wireless; waterproof; rechargeable product for customers shopping in Bedding & Bath.",Wheeler-Villegas,Bedding & Bath,Italian
7731,m9MxKv8E2M,Microphone,"Microphone by Harding, Mcgee and Campos is a lightweight; waterproof; compact; portable product for customers shopping in Women's Clothing.","Mahoney, Klein and Fuller",Women's Clothing,Spanish
7732,Y8WWZj6DZP,Pro Scooter Fast Edge Silent,"Pro Scooter Fast Edge Silent by Hunter, Hall and Andrade is a portable; compact; lightweight product for customers shopping in Smartwatches.",Kirk Ltd,Smartwatches,French
7733,JgeKjXwU5S,Pro Speakerphone,Pro Speakerphone by Chang-Juarez is a rechargeable; lightweight; portable; waterproof product for customers shopping in Women's Clothing.,Leon LLC,Women's Clothing,French
7734,ZwzB7yYVPp,Brush,"Brush by Whitehead, Richard and Hancock is a eco-friendly; lightweight; compact; premium product for customers shopping in Team Sports.","Dalton, Wall and Hughes",Team Sports,Portuguese
7735,FJ8AcOuybK,Ultra Brush Blender Vacuum Clean,Ultra Brush Blender Vacuum Clean by Perkins-Hartman is a portable; lightweight; premium product for customers shopping in Fragrances.,Brandt Ltd,Fragrances,Spanish
7736,dmW5RWsfSF,Silent Speakerphone Stove Tablet,Silent Speakerphone Stove Tablet by Salinas and Sons is a portable; rechargeable; compact; lightweight product for customers shopping in Automotive.,Schmidt and Sons,Automotive,French
7737,yDXanFllVg,Compact Scale Speaker Powerbank,Compact Scale Speaker Powerbank by Garner Group is a portable; eco-friendly product for customers shopping in Fragrances.,French Group,Fragrances,French
7738,aIZdIyNjU0,Speaker,"Speaker by Serrano, Dixon and Koch is a eco-friendly; lightweight; premium product for customers shopping in Kids' Clothing.",Pierce and Sons,Kids' Clothing,Spanish
7739,G9QgiGvjtm,Premium Dock Sense Clean Lite,"Premium Dock Sense Clean Lite by Frederick, Todd and Blankenship is a lightweight; rechargeable product for customers shopping in Makeup.",Blackburn-Nguyen,Makeup,Spanish
7740,59yjPGa7aV,Clean Fridge Mini,Clean Fridge Mini by Dennis-Cisneros is a premium; eco-friendly product for customers shopping in Men's Clothing.,Hawkins-Villanueva,Men's Clothing,German
7741,5oncjciLro,Automatic Heater Monitor 360 Eco Compact,Automatic Heater Monitor 360 Eco Compact by Mcknight LLC is a eco-friendly; waterproof; premium; compact product for customers shopping in Automotive.,Schneider-Murillo,Automotive,Spanish
7742,AgLoVZZyeS,Eco Fridge Go 360 Rechargeable,"Eco Fridge Go 360 Rechargeable by Bowen, Gates and Owens is a rechargeable; eco-friendly; portable product for customers shopping in Sports & Outdoors.",Holden and Sons,Sports & Outdoors,Italian
7743,rh7GSOD4qb,Mini Scale Headphones Rechargeable Touch Max,Mini Scale Headphones Rechargeable Touch Max by Haynes-Lynn is a rechargeable; compact product for customers shopping in Laptops & Computers.,Mendoza and Sons,Laptops & Computers,French
7744,wlbjjTKli8,Premium Powerbank,"Premium Powerbank by Hughes, Dunlap and Rose is a portable; compact; eco-friendly; rechargeable product for customers shopping in Sports & Outdoors.",Key Inc,Sports & Outdoors,Portuguese
7745,QgpbNN91Mm,Portable Printer Charger Brush Plus Go Rechargeable,Portable Printer Charger Brush Plus Go Rechargeable by Jacobs-Calderon is a waterproof; eco-friendly product for customers shopping in Books & Stationery.,Compton-Barrera,Books & Stationery,Dutch
7746,9vnUIT4joh,Rechargeable Printer Fan,Rechargeable Printer Fan by Delacruz LLC is a eco-friendly; wireless product for customers shopping in Clothing & Apparel.,Valdez-Crane,Clothing & Apparel,Spanish
7747,LlAdrTZ1Mz,Fast Webcam Trimmer Projector Clean Digital Advanced,"Fast Webcam Trimmer Projector Clean Digital Advanced by Villanueva, Sampson and Guzman is a waterproof; compact; rechargeable product for customers shopping in Sports & Outdoors.","Cherry, Carr and Baxter",Sports & Outdoors,Italian
7748,5FfF4wKYio,Smart Tablet Blender Wireless Digital,"Smart Tablet Blender Wireless Digital by Jimenez, Gallegos and Cooper is a lightweight; eco-friendly product for customers shopping in Home & Kitchen.",Schaefer Ltd,Home & Kitchen,Italian
7749,arfzvuWnL5,Rechargeable Scooter Dock Shaver Prime,Rechargeable Scooter Dock Shaver Prime by Elliott-Guerra is a compact; waterproof; portable product for customers shopping in Cameras & Accessories.,Sandoval-Blackburn,Cameras & Accessories,Dutch
7750,ZuE4fyepVy,Clock Brush,"Clock Brush by Phillips, Yu and Webster is a compact; portable; lightweight; eco-friendly product for customers shopping in Shoes & Footwear.",Mcconnell-Mcfarland,Shoes & Footwear,Dutch
7751,WoD9upIx2V,Mini Charger Tablet Brush Plus Plus,"Mini Charger Tablet Brush Plus Plus by Montes, Hansen and Chavez is a wireless; premium; compact product for customers shopping in Laptops & Computers.",Esparza-Beard,Laptops & Computers,Dutch
7752,kxQHKrYvMM,Pro Tablet Cooler Fridge Pro Portable Mini,Pro Tablet Cooler Fridge Pro Portable Mini by Herring Inc is a compact; lightweight; eco-friendly; rechargeable product for customers shopping in Sports & Outdoors.,Bridges-Hall,Sports & Outdoors,German
7753,ZAZoTHPTH1,Headphones,"Headphones by Heath, Sims and Huff is a rechargeable; waterproof product for customers shopping in Health & Wellness.","Perez, Sanders and Trevino",Health & Wellness,German
7754,r6PAHOmcsL,Premium Router Scanner Smart Premium Smart,Premium Router Scanner Smart Premium Smart by Armstrong Group is a portable; lightweight product for customers shopping in Haircare.,"Sparks, Phillips and Vaughn",Haircare,German
7755,EQc9QCOJQ3,Compact Mouse Heater Wireless Lite Automatic,"Compact Mouse Heater Wireless Lite Automatic by Cunningham, Cain and Frey is a portable; eco-friendly product for customers shopping in Haircare.","Andersen, Turner and Woods",Haircare,Portuguese
7756,ejG4UEVlKv,Light Drone,Light Drone by Kelley-Bush is a waterproof; eco-friendly; lightweight; wireless product for customers shopping in Grooming Tools.,"Chavez, Stuart and Harper",Grooming Tools,French
7757,wkCN3aFCey,Digital Webcam Powerbank,Digital Webcam Powerbank by Cobb-Whitaker is a compact; rechargeable; waterproof; wireless product for customers shopping in Health & Wellness.,Montes-Wood,Health & Wellness,Dutch
7758,AolKkNieol,Premium Scooter Prime Edge Silent,"Premium Scooter Prime Edge Silent by Leblanc, Knapp and Dickerson is a rechargeable; waterproof; eco-friendly product for customers shopping in Furniture.",Clark and Sons,Furniture,Portuguese
7759,GN5lXljeXB,Eco Camera Bicycle Speakerphone Wireless Portable Rechargeable,Eco Camera Bicycle Speakerphone Wireless Portable Rechargeable by Alexander-Mcdowell is a wireless; compact product for customers shopping in Toys & Games.,Ball-Weiss,Toys & Games,Italian
7760,bdQ1K0XIo7,Iron,"Iron by Clayton, Rich and Terrell is a wireless; eco-friendly; rechargeable product for customers shopping in Books & Stationery.",Hansen-Blanchard,Books & Stationery,Spanish
7761,7w6xqqA7gT,Eco Microphone Cooler,"Eco Microphone Cooler by Johns, Burgess and Heath is a portable; waterproof; wireless product for customers shopping in Cycling.",Franklin-Horn,Cycling,Dutch
7762,CwpOFeRqhd,Smart Grill Trimmer,Smart Grill Trimmer by Snow-Barron is a premium; portable; compact product for customers shopping in Cleaning Supplies.,Craig LLC,Cleaning Supplies,German
7763,rvLqQt3pMh,Wireless Lock Sense Sense Mini,"Wireless Lock Sense Sense Mini by Gonzalez, Vargas and Hardin is a portable; compact; wireless product for customers shopping in Laptops & Computers.",Haas Group,Laptops & Computers,Spanish
7764,JIiTa8AzXN,Premium Charger Cooker Thermostat,"Premium Charger Cooker Thermostat by Benjamin, Wolfe and Gilmore is a wireless; waterproof; eco-friendly product for customers shopping in Health & Wellness.",Brennan-Lozano,Health & Wellness,German
7765,P7SkfFUCyp,Smart Vacuum Portable Silent,"Smart Vacuum Portable Silent by Palmer, Steele and Harper is a waterproof; wireless; portable product for customers shopping in Men's Clothing.",Bishop Inc,Men's Clothing,Portuguese
7766,XP1VJwZyD4,Digital Scooter,"Digital Scooter by West, Leonard and Singleton is a eco-friendly; portable product for customers shopping in Cleaning Supplies.",Blackwell Ltd,Cleaning Supplies,French
7767,Mgan817w6a,Charger Stove Watch,Charger Stove Watch by Cochran-Dougherty is a rechargeable; wireless; premium; eco-friendly product for customers shopping in Books & Stationery.,Santos PLC,Books & Stationery,Italian
